jpb_id,title,posted,company_name,skills,exp,salary,offered_location,job_Description
020823500701,Data Scientist,1 Day Ago,The It Mind Services,"Machine learning,Data collection,data visualization,Collections,Data,Machine",4-12 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, New Delhi, Pune, Chennai, Bangalore/Bengaluru","<ol> <li> Undertaking data collection, preprocessing and analysis </li> <li> Building models to address business problems </li> <li> Presenting information using data visualization techniques </li> <li> Identify valuable data sources and automate collection processes </li> <li> Undertake preprocessing of structured and unstructured data </li> <li> Analyze large amounts of information to discover trends and patterns </li> <li> Build predictive models and machine-learning algorithms </li> <li> Combine models through ensemble modeling </li> <li> Present information using data visualization techniques </li> <li> Propose solutions and strategies to business challenges </li> <li> Collaborate with engineering and product development teams </li>  </ol>"
040423003742,Data Scientist - Senior Manager,6 Days Ago,Piramal Healthcare,"Data Science,Artificial Intelligence,Machine Learning,Analytics,Advanced Analytics,Modeling,Ml,Senior",2-6 Yrs,Not disclosed,"Bangalore/Bengaluru, Mumbai (All Areas)","EXPERIENCE: . Graduate from Engineering,MBA,Maths stream from Tier 1 Institute ( IIT Mumbai / Delhi/Kanpur / Kharagpur/Chennai or ISI or BITS Pilani campus or Delhi School of Economics,NIT,BITS )<br><br>6 years of relevant experience preferably in Financial Services Industry"
270623501654,Data Scientist - Senior Associate,30+ Days Ago,PwC,"Market analysis,Data analysis,Analytical,Machine learning,Strategic planning,Budgeting,Business intelligence,Data mining",4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Demonstrating experience in building and maintaining relationships with business partners,finance leaders and stakeholders . <br><br>Demonstrating experience in working efficiently in a collaborative team setting <br><br>Skills required:  ."
220623501917,Senior Lead Data Scientist,30+ Days Ago,Baker Hughes,"Computer vision,deep learning,Cloud Services,Machine learning,Lead,Forecasting,AWS,Analytics",6-11 Yrs,Not disclosed,Bangalore/Bengaluru," . Have a Bachelor / Masters/Phd in Computer Science or STEM Majors (Science,Technology,Engineering,and Math) with 10+ years of the overall experience"
220623500620,Lead Data Scientist,30+ Days Ago,DXC Technology,"data science,GCP,Machine learning,Cloud,Deployment,Management,AWS,Monitoring",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Participate in conceptualizing,designing and developing ML based Analytics Solutions . Good Hands-on experience on Python . Hands-on Experience in Azure ML . <br><br>Experience in operationalizing machine learning models in cloud platforms like Azure,AWS,GCP and IBM . ."
190523003908,Data Scientist || Immediate Joiners Only,23 Days Ago,Sun Life,"NLP,SAS,Tableau,Python,R,Data,Natural language processing",6-10 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka","<p><strong>Roles and Responsibilities</strong> </p><br /><p><strong>Looking for Immediate Joiners Only</strong></p><br /><p><strong>Candidate can share resume at V.vaibhav@sunlife.com</strong></p><br /><p> </p><p><strong>Responsibilities</strong></p><p> </p><ul><li>Understand and design   solutions to Business problems leveraging Data science and AI</li><li>Should be able to   understand and gather the requirement from Stakeholders.</li><li>Propose and execute the   solution and present the deliverables to Stakeholders.</li><li>Manage and optimize the   deliverables.</li><li>Mentor and Train new   team members.</li><li>Develop POCs to enhance   teams capability.</li></ul><p> </p><p><strong>Skillsets   (Must have)</strong></p><p> </p><ul><li>Strong understanding of   Math, Statistics and the theoretical foundations of Statistical & Machine   Learning, Parametric and Non-parametric models.</li><li>Experience   training and evaluating ML models. Perform statistical analysis of results   and refine models </li><li>Strong understanding of   advanced data mining techniques, curating, processing and transforming data   to produce sound datasets.</li><li>Strong understanding of   the Machine Learning lifecycle - feature engineering, training, validation,   scaling, deployment, scoring, monitoring, and feedback loop.</li><li>Understanding   of NLP techniques for text representation, semantic extraction techniques,   data structures, and modeling </li><li>Use   various statistical techniques and ML methods to perform predictive   modeling/classification for problems around client, distribution, sales,   client profiles, segmentation and provide relevant & actionable   recommendations/insights for the business.</li><li>Stronghold on   Visualization tool (or libraries) like SAS Visual Analytics, Tableau, Python,   etc.</li><li>Expert in working on   Statistical tools (Python/R/SAS).</li><li>Experience   with cloud computing infrastructure like AWS/Azure/GCP.</li><li>Able to develop, test   and deploy models on Cloud/Web.</li></ul><p> </p><p><strong>Skillsets (Good to have)</strong></p><p> </p><ul><li>Insurance background.</li><li>Experience on   Recommendation Engines</li></ul><br /><p><strong>Desired Candidate Profile</strong> </p><br /><p>     </p><p><strong>Qualifications</strong></p><p> </p><ul><li>BE/B. Tech. /MBA/M.Stat./M.sc.   or equivalent degree in Quant. from reputed institute.</li><li>5+ years of relevant   experience.</li></ul><p> </p><p><strong>Soft Skills</strong></p><p> </p><ul><li>Excellent organizational   skills and ability to prioritize wide range of tasks</li><li>Demonstrated initiative   and creativity - ability to influence (add value)</li><li>Strong interpersonal,   communication, organizational and planning skills</li></ul><br /><p><strong>Perks and Benefits</strong> </p><br /><br />"
170723500575,Sr . Data Scientist / Manager,16 Days Ago,Novitas Infotech,"customer analytics,Social media,Agile,Customer service,Data mining,Analytics,SQL,Python",7-10 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru"," . You should be comfortable managing work plans,timelines and milestones . You have a sense of urgency,move quickly and ship things <br><br>Experience in statistical methodology (multivariate,time-series,experimental design,data mining,etc.)"
170723500573,Data Scientist,16 Days Ago,Novitas Infotech,"customer analytics,Social media,Agile,Customer service,Data mining,Analytics,SQL,Python",3-7 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru"," . You should be comfortable managing work plans,timelines and milestones . You have a sense of urgency,move quickly and ship things <br><br>Experience in statistical methodology (multivariate,time-series,experimental design,data mining,etc.)"
150723501195,Lead Data Scientist,18 Days Ago,Siemens,"Supply chain management,Business analysis,GCP,Agile,Siemens,HTML,high performance computing,data visualization",4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"<div> <div> <div> Hands-on AI/ML modeling experience of complex datasets combined with a strong understanding of the theoretical foundations of AI/ML. </div> </div> <div> Expertise within most of the following areas: supervised learning, unsupervised learning, deep learning, reinforcement learning, federated learning, time series forecasting, Bayesian statistics, optimization </div> <div> Experience creating and deploying code libraries using functions and classes in Python in AI product-focused development in an agile environment </div> <div> Comfortable working in the cloud and high-performance computing environments (e.g. AWS, GCP, Databricks, Apache Spark) </div> <div> Experience in production-ready software development </div> <div> Experience in communicating with businesses, expressing important DS concepts in a non-technical way, interpreting feedback from business </div> <div> Experience in leading data science projects and working closely with junior data scientists and data analysts </div> <div> Identify and manage blockers, risks, and interdependencies across Agile teams </div> <div> Excellent written and verbal communication, business analysis, data visualization, and data storytelling skills </div> <div> A demonstrated ability to work and collaborate in a team environment </div> <div> Ability to work in a fast-paced, constantly evolving environment and to manage multiple priorities </div> </div>"
150723500301,Data Scientist,18 Days Ago,Essenware Private Limted,"deep learning,Version control,GIT,GCP,Time management,Analytical,Cloud,Agile",6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience with end-to-end model creation lifecycle activities,including data preprocessing,feature engineering,model evaluation,deployment and data visualization<br><br> . Good hands-on experience in AI / ML libraries and frameworks (e.g.,TensorFlow,PyTorch,scikit-learn) along with proficiency in a programming language<br><br>Experience of 6 to 8 years of relevant experience. ."
150623502172,Sr. Data Scientist,30+ Days Ago,Zeta Inc.,"Loans,Data analysis,Prototype,NoSQL,data science,Analytical,Machine learning,SQL",3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Master / Bachelors degree in Machine Learning / Data Science,Applied Statistics,Mathematics,or Engineering<br><br> A good hands-on experience with Python used in data analysis and model building<br><br> At least 4 years of relevant experience with a proven track record of developing ML solutions<br><br> . Good to have skills ."
120723501010,Data Scientist (Clinical Consultant/Clinical Data Scientist),21 Days Ago,ICON plc,"Claims,Data management,Coding,Analytical,Pharma,Clinical research,Healthcare,Public health",5-6 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram"," . 5+ years of experience in clinical coding,coding guidelines,protocols and US claims<br><br>Experience or education indicating ability to analyze and interpret medical data and information. Medical and scientific knowledge: A Clinical data specialist doesnt have to be a doctor,pharmacist or nurse,but they do need to have some knowledge of this field"
110723501262,SENIOR DATA SCIENTIST,22 Days Ago,Walmart,"Supply chain,Prototype,Network design,Simulation,Consulting,SEZ,Merchandising,Information technology",7-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Bachelor s / Masters degree in Computer Science / Operations Research / MBA or related technical field from top-tier Institutions . <br><br>Experience of projects in any area of supply chain (Inventory,Network Design,Transportation,Warehouse Operations etc.)"
090723901063,Data Science consultant,24 Days Ago,Accenture,"data science,Python,SQL,customer analytics,node.js,nlp,regression testing,Omni Channel Integration",4-5 Yrs,Not disclosed,Bangalore/Bengaluru,"As part of this role,the candidate is expected to have experience and be well versed in the following: Must Have :-<br><br>CL-9 JD (4-5 Years of experience) <br><br>Good To Have :-<br><br>Experience with proposing solution architectures"
070723904098,Applied Scientist,26 Days Ago,Flipkart,"Machine Learning,Pytorch,Tensorflow,Mathematical Optimization,R,Statistical Modeling,Data Mining,Python",2-5 Yrs,Not disclosed,Bangalore/Bengaluru," . Education: Btech / Mtech in Comp Science / Data Science / Pure science/ Mathematics and related disciplines from Tier 1 universities<br><br>Problem solving skills,Experience in Machine Learning,Python,R,Pytorch,Tensorflow,Data Mining<br><br>Looking for significant research expertise / accomplishment,theoretical depth and business experience in the above areas"
050723904267,Data Scientist,28 Days Ago,Infosys,"Data Science,R,SAS,SPSS,Business intelligence,Deep Learning,SQL,Python",3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Bachelor of Engineering <br><br> experience in optimization (linear,mixed integer,constraint programming),simulation,and / or predictive analytics using AAO tools,such as SAS or SPSS and other Tools R and Python"
020623500453,Staff Data Scientist,30+ Days Ago,Walmart,"Economics,Consulting,SEZ,Mathematics,Information technology,Statistics,Operations,Analytics",6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Outlined below are the required minimum qualifications for this position<br><br>Minimum Qualifications.  . .
300623501124,"Data Scientist II, Tech",30+ Days Ago,Uber,"Product management,Data analysis,Operations research,Machine learning,Data quality,Continuous improvement,Customer engagement,Analytics",1-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Basic Qualifications . MS,or Bachelors degree in Statistics,Economics,Machine Learning,Operations Research,or other quantitative fields<br><br>Hadoop,Spark) and prior experience in building long-running / stable data pipelines . <br><br>Solid understanding of data visualization principles and experience with visualization tools (e.g.,Tableau,Looker) to optimally communicate insights"
300623501120,Data Scientist,30+ Days Ago,ICON plc,"Operations research,Claims,Site selection,Clinical trials,Clinical research,MS Office,Analytics,SQL",5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Preferred Qualifications:  . Ability to analyze a problem and design paths to potential solutions to help companies make better decisions<br><br> 5+ years of experience working with real world data in a professional environment<br><br> 4+ years of programming experience
290422501874,FTE - Regional BI - Data Scientist,30+ Days Ago,Schneider Electric,"Computer science,SAP,data science,Oracle SQL,Neural networks,Machine learning,Business solutions,big data",3-5 Yrs,Not disclosed,Bangalore/Bengaluru,"<div> <p> <span> <span> <span> <span> <span> <span> <span> </span> </span> </span> </span> </span> </span> </span>   </p> <ul> <li> <span> <span> Drive innovation using data science /AI usecases. </span> </span> </li> </ul> <ul> <li> <span> <span> Connect and work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. </span> </span> </li> </ul> <ul> <li> <span> <span> Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies. </span> </span> </li> </ul> <ul> <li> <span> <span> Assess the effectiveness and accuracy of new data sources and data gathering techniques. </span> </span> </li> </ul> <ul> <li> Be a partner to business, consult and deliver Data science, and predictive modelling use-cases.  </li> </ul> <ul> <li> Keep themselves updated with the latest tools, technologies and techniques and be an advocate for data-driven decision making. </li> </ul> <div> Qualifications for Data Scientist </div> <ul> <li> <span> <span> Minimum 3-5 years of relevant experience in data science. </span> </span> </li> </ul> <ul> <li> <span> <span> Model building and model deployment is a must. </span> </span> </li> </ul> <ul> <li> <span> <span> Strong problem-solving skills with an emphasis on product development. </span> </span> </li> </ul> <ul> <li> <span> <span> Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets. </span> </span> </li> </ul> <ul> <li> <span> <span> Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks. </span> </span> </li> </ul> <ul> <li> <span> <span> Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications. </span> </span> </li> </ul> <ul> <li> <span> <span> Experience in providing the results of analyses in clear written form and presenting the findings to the audience </span> </span> </li> </ul> <ul> <li> <span> <span> Experience with relational databases and data warehouse tools (such as Oracle, SQL Server, SAP etc.) and well-versed in creating data models/architectures. </span> </span> </li> </ul> <ul> <li> <span> <span> Knowledge of Big Data AWS technologies (S3, RedShift) is preferred. </span> </span> </li> </ul> <ul> <li> <span> <span> Must be able to work with minimal supervision. </span> </span> </li> </ul> <p> <span> <span> Excellent written and verbal communication skills for coordinating across teams. </span> </span> </p> </div>

<p> </p>"
270922500482,MACHINE LEARNING / DATA SCIENCE TRAINER,30+ Days Ago,Ethnotech Academy,"Training,deep learning,tableau,data science,Coding,Analytical,Machine learning,Subject Matter Expert",2-5 Yrs,Not disclosed,Bangalore/Bengaluru,"<ul> <li> Data Science, Machine Learning, Python, Training, Trainer, Tableau, Deep learning, NLP, .Net, Java, Coding  </li> <li> Strong knowledge of Python. Understand multiple analytical functions.  </li> <li> Knowledge of machine learning. </li> </ul>"
190321500159,Data Scientist,30+ Days Ago,Sony Corporation Of America,"Backend,Data analysis,C++,Data management,Business analytics,Data processing,Data mining,Business intelligence",3-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Should be able to monitor data quality,devise processes and mechanisms to cleanse the data wherever required<br><br>Proven experience as a Data Scientist or Data Analyst,any experience in data mining . Strong experience with data manipulation using languages like Python or R<br><br>Experience using business intelligence tools (e.g<br><br>Experience with machine learning and AI ."
